Name;Long;Lat;ModuleName;ModuleType
"Module intérieur branche";0.548669;41.1340977;"Module intérieur branche";Indoor
Timestamp;"Timezone : Europe/Madrid";Temperature;Humidity;CO2;Noise;Pressure
1657533600;"2022/07/11 12:00:00";28.9;65;849;49;993.9
1657620000;"2022/07/12 12:00:00";29.1;60;639;43;997.8
1657706400;"2022/07/13 12:00:00";28.4;63;655;46;999.3
1657792800;"2022/07/14 12:00:00";28.3;68;903;50;998.3
1657879200;"2022/07/15 12:00:00";27.6;67;627;40;996.6
1657965600;"2022/07/16 12:00:00";28.1;58;601;38;996.3
1658052000;"2022/07/17 12:00:00";28.5;66;774;41;998.1
1658138400;"2022/07/18 12:00:00";28.1;67;638;37;998.3
1658224800;"2022/07/19 12:00:00";28.3;69;560;39;996.5
1658311200;"2022/07/20 12:00:00";27.7;67;543;38;998.6
1658397600;"2022/07/21 12:00:00";28.1;70;475;35;998.2
1660212000;"2022/08/11 12:00:00";29.5;63;558;43;995.3
1660298400;"2022/08/12 12:00:00";29.2;61;488;42;993.3
1660384800;"2022/08/13 12:00:00";29.1;57;492;38;991.9
1660471200;"2022/08/14 12:00:00";28.8;53;440;34;990.9
1661335200;"2022/08/24 12:00:00";28.3;67;474;39;996.2
1661421600;"2022/08/25 12:00:00";27.8;61;657;41;1002.1
1661508000;"2022/08/26 12:00:00";27.3;58;531;37;1010.9
1661594400;"2022/08/27 12:00:00";27.1;58;571;39;1008.8
1661680800;"2022/08/28 12:00:00";26.4;69;479;38;1009.9
1661767200;"2022/08/29 12:00:00";27;70;515;42;1011.8
1661853600;"2022/08/30 12:00:00";27.2;73;553;39;1012.7
1661940000;"2022/08/31 12:00:00";27.9;68;590;41;1011.5
1662026400;"2022/09/01 12:00:00";26.6;63;556;37;1011
1662112800;"2022/09/02 12:00:00";27.3;69;545;36;1008
1662199200;"2022/09/03 12:00:00";27;61;533;38;1008.9
1662285600;"2022/09/04 12:00:00";26.8;67;561;40;1012.2
1662372000;"2022/09/05 12:00:00";27.3;73;566;38;1014.2
1662458400;"2022/09/06 12:00:00";27.3;62;510;38;1012.8
1662544800;"2022/09/07 12:00:00";26.6;53;483;39;1010.6
1662631200;"2022/09/08 12:00:00";25.7;48;508;38;1012
1662717600;"2022/09/09 12:00:00";26.3;55;517;38;1013.4
1662804000;"2022/09/10 12:00:00";26.4;62;547;38;1015.3
1662890400;"2022/09/11 12:00:00";27.1;73;611;40;1012.3
1662976800;"2022/09/12 12:00:00";27.2;73;546;41;1009.5
1663063200;"2022/09/13 12:00:00";26.8;74;551;42;1008.2
1663149600;"2022/09/14 12:00:00";25.6;71;632;39;1006.7
1663236000;"2022/09/15 12:00:00";26;61;538;38;1008.5
1663322400;"2022/09/16 12:00:00";26.2;54;487;37;1009.6
1663408800;"2022/09/17 12:00:00";25.1;49;453;37;1011.3
1663495200;"2022/09/18 12:00:00";25.2;61;488;37;1013
1663581600;"2022/09/19 12:00:00";24.9;63;540;37;1012.4
1663668000;"2022/09/20 12:00:00";25.1;52;489;37;1014
1663754400;"2022/09/21 12:00:00";24.7;53;462;37;1014.4
1663840800;"2022/09/22 12:00:00";24.5;59;494;38;1015
1663927200;"2022/09/23 12:00:00";23.7;66;479;39;1013.5
1664013600;"2022/09/24 12:00:00";23.5;60;551;41;1009.8
1664100000;"2022/09/25 12:00:00";22.7;50;575;37;1010.7
1664186400;"2022/09/26 12:00:00";22.2;47;564;39;1010.6
1664272800;"2022/09/27 12:00:00";21.9;48;557;39;1009.8
1664359200;"2022/09/28 12:00:00";22.2;50;600;40;1007
1664445600;"2022/09/29 12:00:00";21.8;48;558;40;1002.1
1664532000;"2022/09/30 12:00:00";21.6;48;684;39;1008.5
1664618400;"2022/10/01 12:00:00";21.7;48;786;40;1020.5
1664704800;"2022/10/02 12:00:00";21.6;51;599;37;1022.3
1664791200;"2022/10/03 12:00:00";22.1;59;535;39;1018.1
1664877600;"2022/10/04 12:00:00";22.5;68;547;38;1017.4
1664964000;"2022/10/05 12:00:00";22.6;66;576;39;1020.4
1665050400;"2022/10/06 12:00:00";22.1;65;536;38;1023.6
1665136800;"2022/10/07 12:00:00";22;64;630;39;1019.2
1665223200;"2022/10/08 12:00:00";21.9;68;615;41;1016.1
1665309600;"2022/10/09 12:00:00";21.8;68;651;40;1014.3
1665396000;"2022/10/10 12:00:00";21.7;70;615;38;1014.4
1665482400;"2022/10/11 12:00:00";21.2;70;596;38;1016.3
1665568800;"2022/10/12 12:00:00";20.8;66;544;38;1017.9
1665655200;"2022/10/13 12:00:00";20.6;61;499;38;1019.7
1665741600;"2022/10/14 12:00:00";21.4;56;511;37;1017.4
1665828000;"2022/10/15 12:00:00";21.7;64;566;37;1012.9
1665914400;"2022/10/16 12:00:00";22.7;71;651;38;1014.2
1666000800;"2022/10/17 12:00:00";23.2;73;724;39;1019.9
1666087200;"2022/10/18 12:00:00";23.1;74;594;39;1021.7
1666173600;"2022/10/19 12:00:00";23.4;74;602;39;1016.9
1666260000;"2022/10/20 12:00:00";22.5;73;639;40;1013.7
1666346400;"2022/10/21 12:00:00";22.1;75;635;41;1011.6
1666432800;"2022/10/22 12:00:00";21.7;70;679;40;1013.4
1666519200;"2022/10/23 12:00:00";22.1;76;579;40;1012.5
1666605600;"2022/10/24 12:00:00";21.5;74;565;40;1014.4
1666692000;"2022/10/25 12:00:00";21.4;70;541;40;1014.4
1666778400;"2022/10/26 12:00:00";21.9;76;696;40;1016.3
1666864800;"2022/10/27 12:00:00";20.5;73;496;36;1020.3
1667386800;"2022/11/02 12:00:00";20.6;69;633;45;1020.1
1667473200;"2022/11/03 12:00:00";20.6;73;638;39;1013.6
1667559600;"2022/11/04 12:00:00";20.2;64;812;42;1014
1667646000;"2022/11/05 12:00:00";20.5;55;883;41;1017.2
1667732400;"2022/11/06 12:00:00";21.1;53;1104;40;1015
1667818800;"2022/11/07 12:00:00";20.5;55;999;41;1016.4
1667905200;"2022/11/08 12:00:00";20.3;63;887;40;1012.9
1667991600;"2022/11/09 12:00:00";19.7;64;960;40;1014.5
1668078000;"2022/11/10 12:00:00";19.8;61;981;38;1021.3
1668164400;"2022/11/11 12:00:00";19.9;63;1030;39;1024.7
1668250800;"2022/11/12 12:00:00";20.3;66;918;39;1024.3
1668337200;"2022/11/13 12:00:00";19.6;66;1024;40;1017.7
1668423600;"2022/11/14 12:00:00";20.4;67;942;39;1014.4
1668510000;"2022/11/15 12:00:00";19.9;68;971;39;1008.5
1668596400;"2022/11/16 12:00:00";20.1;66;927;39;1004.9
1668682800;"2022/11/17 12:00:00";19.7;68;940;44;1002.6
1668769200;"2022/11/18 12:00:00";20;65;908;43;1006.6
1668855600;"2022/11/19 12:00:00";18.7;59;798;40;1010.4
1668942000;"2022/11/20 12:00:00";18.7;58;824;40;1016
1669028400;"2022/11/21 12:00:00";19.2;62;968;39;1007.8
1669114800;"2022/11/22 12:00:00";18.2;57;757;39;1008
1669201200;"2022/11/23 12:00:00";18.9;61;862;39;1007.1
1669287600;"2022/11/24 12:00:00";19.6;63;1106;41;1014.6
1669374000;"2022/11/25 12:00:00";20.1;62;877;40;1018.4
1669460400;"2022/11/26 12:00:00";19.3;59;1061;40;1025.6
1669546800;"2022/11/27 12:00:00";18.9;57;971;40;1020.8
1669633200;"2022/11/28 12:00:00";18.9;59;859;41;1013.9
1669719600;"2022/11/29 12:00:00";18.5;58;871;39;1015.4
1669806000;"2022/11/30 12:00:00";18.1;60;946;40;1013.5
1669892400;"2022/12/01 12:00:00";17.8;60;963;40;1014
1669978800;"2022/12/02 12:00:00";17.1;58;886;41;1012.7
1670065200;"2022/12/03 12:00:00";18.9;55;945;41;1006.2
1670151600;"2022/12/04 12:00:00";20.2;51;935;42;1008.3
1670238000;"2022/12/05 12:00:00";19.6;52;871;40;1013.9
1670324400;"2022/12/06 12:00:00";19.7;54;925;40;1012.5
1670410800;"2022/12/07 12:00:00";20;55;836;40;1011.2
1670497200;"2022/12/08 12:00:00";21.5;55;937;41;1002.8
1670583600;"2022/12/09 12:00:00";21.7;58;994;40;996.8
1670670000;"2022/12/10 12:00:00";22.1;54;980;41;1002.9
1670756400;"2022/12/11 12:00:00";20.9;50;1185;39;1004.4
1670842800;"2022/12/12 12:00:00";20.3;54;1371;41;1003.5
1670929200;"2022/12/13 12:00:00";20.5;58;1359;40;1000
1671015600;"2022/12/14 12:00:00";20.5;61;840;39;999.4
1671102000;"2022/12/15 12:00:00";21.3;60;879;37;995.1
1671188400;"2022/12/16 12:00:00";20.9;58;911;38;1003.8
1671274800;"2022/12/17 12:00:00";19.3;57;1029;38;1015.3
1671361200;"2022/12/18 12:00:00";19.2;56;1077;40;1023.8
1671447600;"2022/12/19 12:00:00";19.5;62;1190;38;1024.2
1671534000;"2022/12/20 12:00:00";20.5;62;1053;37;1019.6
1671620400;"2022/12/21 12:00:00";20.3;61;1057;38;1018.7
1671706800;"2022/12/22 12:00:00";20.1;61;1141;40;1020.8
1671793200;"2022/12/23 12:00:00";20.1;62;1177;39;1020
1671879600;"2022/12/24 12:00:00";19.8;62;1043;38;1018
1671966000;"2022/12/25 12:00:00";19.5;59;1134;40;1017.5
1672052400;"2022/12/26 12:00:00";19.3;58;910;39;1023.6
1672138800;"2022/12/27 12:00:00";17.9;59;918;37;1027.1
1672916400;"2023/01/05 12:00:00";13.6;65;648;48;1024.8
1673002800;"2023/01/06 12:00:00";15.7;61;1290;43;1023.4
1673089200;"2023/01/07 12:00:00";18.1;56;1400;42;1019.7
1673175600;"2023/01/08 12:00:00";19.4;57;1472;41;1010.3
1673262000;"2023/01/09 12:00:00";19.6;58;942;42;1015.8
1673348400;"2023/01/10 12:00:00";18.8;55;963;39;1024.1
1673434800;"2023/01/11 12:00:00";19.9;54;1212;40;1022.7
1673521200;"2023/01/12 12:00:00";20.6;53;1062;38;1025
1673607600;"2023/01/13 12:00:00";21.1;50;1180;40;1022.9
1673694000;"2023/01/14 12:00:00";21.7;49;1072;41;1021.7
1673780400;"2023/01/15 12:00:00";20.8;50;1137;40;1015.6
1673866800;"2023/01/16 12:00:00";20.2;49;1020;40;1004
1673953200;"2023/01/17 12:00:00";21.6;50;985;39;992.2
1674039600;"2023/01/18 12:00:00";20.3;45;795;40;1000
1674126000;"2023/01/19 12:00:00";20.3;43;841;42;1009.1
1674212400;"2023/01/20 12:00:00";21.1;41;719;42;1011.2
1674298800;"2023/01/21 12:00:00";20.7;39;1005;41;1015.9
1674385200;"2023/01/22 12:00:00";20.5;37;1060;41;1017.7
1674471600;"2023/01/23 12:00:00";20.8;37;1350;42;1018.1
1674558000;"2023/01/24 12:00:00";21.1;38;1271;42;1022.7
1674644400;"2023/01/25 12:00:00";20.7;39;1021;40;1022.8
1674730800;"2023/01/26 12:00:00";20.4;40;1210;40;1012.6
1674817200;"2023/01/27 12:00:00";21.4;40;1342;42;1010.7
1674903600;"2023/01/28 12:00:00";20.5;39;1183;40;1015
1674990000;"2023/01/29 12:00:00";20.2;40;1386;40;1022.2
1675076400;"2023/01/30 12:00:00";20.9;39;1158;40;1025.4
1675162800;"2023/01/31 12:00:00";21.1;40;1223;40;1025
1675249200;"2023/02/01 12:00:00";22.3;41;1180;40;1025.2
1675335600;"2023/02/02 12:00:00";23.3;38;1118;40;1026.9
1675422000;"2023/02/03 12:00:00";22.6;37;1111;42;1028.3
1675508400;"2023/02/04 12:00:00";21.5;37;990;39;1026.7
1675594800;"2023/02/05 12:00:00";21.7;39;1068;41;1028.6
1675681200;"2023/02/06 12:00:00";21.4;41;1148;39;1023.7
1675767600;"2023/02/07 12:00:00";21;42;1027;40;1020.7
1675854000;"2023/02/08 12:00:00";20.4;45;983;40;1024.5
1675940400;"2023/02/09 12:00:00";19.9;47;957;41;1029.4
1676026800;"2023/02/10 12:00:00";19.2;47;1100;42;1033.9
1676113200;"2023/02/11 12:00:00";19.8;45;1130;42;1031.9
1676199600;"2023/02/12 12:00:00";19.5;45;1028;40;1030.6
1676286000;"2023/02/13 12:00:00";19.3;49;1126;39;1031.7
1676372400;"2023/02/14 12:00:00";19.4;50;882;38;1029.7
1676458800;"2023/02/15 12:00:00";19.3;52;914;39;1026.2
1676545200;"2023/02/16 12:00:00";19.2;51;921;39;1027.6
1676631600;"2023/02/17 12:00:00";18.9;48;812;39;1029.6
1676718000;"2023/02/18 12:00:00";19.2;47;830;38;1027.6
1676804400;"2023/02/19 12:00:00";20.1;47;1039;41;1024.5
1676890800;"2023/02/20 12:00:00";19.4;50;967;38;1022.5
1676977200;"2023/02/21 12:00:00";18.9;55;1131;38;1016.7
1677063600;"2023/02/22 12:00:00";18.8;56;1119;37;1013.5
1677150000;"2023/02/23 12:00:00";18.6;60;1159;40;1007
1677236400;"2023/02/24 12:00:00";19.2;54;1052;40;1006.3
1677322800;"2023/02/25 12:00:00";19.1;50;1127;41;1001.5
1677409200;"2023/02/26 12:00:00";20;47;1078;42;999.8
1677495600;"2023/02/27 12:00:00";18.8;41;992;40;1007.2
1677582000;"2023/02/28 12:00:00";18.8;42;951;39;1013.9
1677668400;"2023/03/01 12:00:00";18.2;43;1123;37;1013.5
1677754800;"2023/03/02 12:00:00";17.6;44;1126;39;1014
1677841200;"2023/03/03 12:00:00";17.3;47;958;39;1015.7
1677927600;"2023/03/04 12:00:00";17.3;48;907;39;1017.4
1678014000;"2023/03/05 12:00:00";17.8;48;877;40;1012.2
1678100400;"2023/03/06 12:00:00";17.2;54;1079;38;1006.6
1678186800;"2023/03/07 12:00:00";17.2;57;1108;39;1004.9
1678273200;"2023/03/08 12:00:00";18.5;59;1220;38;1006.5
1678359600;"2023/03/09 12:00:00";18.8;64;1214;38;1007.7
1678446000;"2023/03/10 12:00:00";18.3;64;1033;39;1011.2
1678532400;"2023/03/11 12:00:00";19.2;64;1069;38;1011.9
1678618800;"2023/03/12 12:00:00";20.1;66;967;38;1014.8
1678705200;"2023/03/13 12:00:00";20.3;67;1028;37;1009.4
1678791600;"2023/03/14 12:00:00";20;58;878;39;1012.7
1678878000;"2023/03/15 12:00:00";18.9;57;917;38;1014.9
1678964400;"2023/03/16 12:00:00";18.9;61;959;37;1011.8
1679050800;"2023/03/17 12:00:00";18.8;63;979;41;1011
1679137200;"2023/03/18 12:00:00";18.5;63;1019;39;1010.7
1679223600;"2023/03/19 12:00:00";19.3;60;1110;42;1016.7
1679310000;"2023/03/20 12:00:00";18.6;58;842;40;1017.1
1679396400;"2023/03/21 12:00:00";18.6;62;925;37;1014.3
1679482800;"2023/03/22 12:00:00";18.7;65;833;38;1012.5
1679569200;"2023/03/23 12:00:00";18.8;68;982;37;1010.9
1679655600;"2023/03/24 12:00:00";18.7;66;874;37;1012.6
1679742000;"2023/03/25 12:00:00";19;65;1028;37;1017.2
1679828400;"2023/03/26 13:00:00";19;64;932;37;1012.8
1679911200;"2023/03/27 12:00:00";19;56;775;38;1017.4
1679997600;"2023/03/28 12:00:00";18.8;57;903;39;1021.2
1680084000;"2023/03/29 12:00:00";19;62;954;38;1020.2
1680170400;"2023/03/30 12:00:00";19.4;62;976;38;1016.6
1680256800;"2023/03/31 12:00:00";20.1;61;902;37;1013.1
1680343200;"2023/04/01 12:00:00";20.2;58;745;35;1015.4
1681120800;"2023/04/10 12:00:00";18.3;66;1036;40;1017.6
1681207200;"2023/04/11 12:00:00";18.5;65;877;39;1016.7
1681293600;"2023/04/12 12:00:00";19;62;829;38;1007.9
1681380000;"2023/04/13 12:00:00";18.7;53;707;39;1011
1681466400;"2023/04/14 12:00:00";18.4;56;893;38;1010.5
1681552800;"2023/04/15 12:00:00";19;56;810;39;1011.5
1681639200;"2023/04/16 12:00:00";19;52;982;39;1015.2
1681725600;"2023/04/17 12:00:00";19.6;53;1197;42;1012.1
1681812000;"2023/04/18 12:00:00";19.8;57;1252;41;1011
1681898400;"2023/04/19 12:00:00";19.7;60;1124;39;1011
1681984800;"2023/04/20 12:00:00";19.9;56;817;41;1005.4
1682071200;"2023/04/21 12:00:00";20.4;62;630;39;1004
1682157600;"2023/04/22 12:00:00";20.5;65;867;39;1007.1
1682244000;"2023/04/23 12:00:00";20.2;61;808;37;1009.2
1682330400;"2023/04/24 12:00:00";21.1;59;955;38;1011.7
1682416800;"2023/04/25 12:00:00";21.4;60;966;39;1010.3
1682503200;"2023/04/26 12:00:00";21.8;63;738;37;1011.9
1682589600;"2023/04/27 12:00:00";22.1;65;843;37;1012.4
1682676000;"2023/04/28 12:00:00";22.2;64;625;37;1012.5
1682762400;"2023/04/29 12:00:00";22;62;802;38;1009.8
1682848800;"2023/04/30 12:00:00";22;62;941;38;1012.1
1682935200;"2023/05/01 12:00:00";22;52;700;37;1013.1
1683021600;"2023/05/02 12:00:00";21.7;44;503;35;1014.1
1683108000;"2023/05/03 12:00:00";22.1;56;611;37;1013.5
1683194400;"2023/05/04 12:00:00";22.1;60;673;36;1014.6
1683280800;"2023/05/05 12:00:00";21.9;64;839;39;1013.9
1683367200;"2023/05/06 12:00:00";22.3;64;696;40;1011.2
1683453600;"2023/05/07 12:00:00";22.5;59;729;37;1014.2
1683540000;"2023/05/08 12:00:00";22.2;56;773;37;1017
1683626400;"2023/05/09 12:00:00";22.5;56;895;39;1014.6
1683712800;"2023/05/10 12:00:00";22.4;52;865;39;1015.4
1683799200;"2023/05/11 12:00:00";21.4;42;554;37;1013.5
1683885600;"2023/05/12 12:00:00";21.1;45;679;38;1011.3
1683972000;"2023/05/13 12:00:00";20.5;49;690;36;1013.3
1684058400;"2023/05/14 12:00:00";20.4;52;851;37;1012.9
1684144800;"2023/05/15 12:00:00";20.6;50;663;37;1011.2
1684231200;"2023/05/16 12:00:00";20.8;49;742;37;1009.6
1684317600;"2023/05/17 12:00:00";20.6;45;744;38;1011.7
1684404000;"2023/05/18 12:00:00";20.6;45;622;38;1013.4
1684490400;"2023/05/19 12:00:00";21;49;945;45;1012.9
1684576800;"2023/05/20 12:00:00";20.7;51;871;41;1010
1684663200;"2023/05/21 12:00:00";20.8;53;693;38;1008.9
1684749600;"2023/05/22 12:00:00";21.2;59;721;37;1009.8
1684836000;"2023/05/23 12:00:00";21.1;63;845;38;1010.5
1684922400;"2023/05/24 12:00:00";20.9;65;781;37;1011.2
1685008800;"2023/05/25 12:00:00";20.7;66;595;36;1012.7
1685095200;"2023/05/26 12:00:00";20.5;67;685;37;1016
1685181600;"2023/05/27 12:00:00";21.2;66;890;37;1013.8
1685268000;"2023/05/28 12:00:00";22;60;724;36;1010.2
1685354400;"2023/05/29 12:00:00";21.5;62;652;36;1009
1685440800;"2023/05/30 12:00:00";21;67;777;37;1011.2
1685527200;"2023/05/31 12:00:00";22.2;65;1076;37;1011
1685613600;"2023/06/01 12:00:00";21.6;63;633;36;1011.2
1685700000;"2023/06/02 12:00:00";21.3;65;765;40;1009.9
1685786400;"2023/06/03 12:00:00";22;68;712;38;1010.2
1685872800;"2023/06/04 12:00:00";22;67;597;36;1011
1685959200;"2023/06/05 12:00:00";21.6;70;684;39;1011.3
1686045600;"2023/06/06 12:00:00";22;70;712;38;1011.2
1686132000;"2023/06/07 12:00:00";23;70;807;36;1010.8
1686218400;"2023/06/08 12:00:00";22;70;749;38;1008.3
1686304800;"2023/06/09 12:00:00";22.3;70;885;39;1005.8
1686391200;"2023/06/10 12:00:00";22.7;70;1036;40;1008.5
1686477600;"2023/06/11 12:00:00";23.1;74;987;40;1010.3
1686564000;"2023/06/12 12:00:00";22.2;72;731;39;1009.1
1686650400;"2023/06/13 12:00:00";22.2;69;695;38;1005.5
1686736800;"2023/06/14 12:00:00";22.2;69;889;39;1008.5
1686823200;"2023/06/15 12:00:00";22.5;66;966;40;1013.3
1686909600;"2023/06/16 12:00:00";22.9;67;1048;41;1013.1
1686996000;"2023/06/17 12:00:00";23.5;71;802;40;1010.6
1687082400;"2023/06/18 12:00:00";23.5;69;794;37;1009.9
